"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GT76.hmm",682.979757668209,1.28302613614248,0.957858289438771,1.33947385567256,0.180416460075276,0.345543389635698
"AA3.hmm",1717.40672151091,-0.633776994375514,0.490847622428118,-1.29118888513782,0.196638188309396,0.371619843933262
"GT23.hmm",706.281456840418,-1.06615850547646,0.830906654046832,-1.28312669092715,0.199447694105149,0.371619843933262
"CBM32.hmm",3324.02413545709,0.34279594354591,0.268271545295892,1.27779464336339,0.20132184362605,0.371619843933262
"GH117.hmm",870.797500268118,-0.773717233151895,0.606674976452038,-1.27534060771182,0.202188710578107,0.371619843933262
"GH4.hmm",8711.80426015917,-0.562949501190866,0.444739176661878,-1.26579696759852,0.205585781044385,0.371619843933262
"CE6.hmm",774.174120829126,0.717685945482232,0.568073138305514,1.26336891693734,0.206456629352132,0.371619843933262
"GT41.hmm",2440.12713572777,-0.341058852151931,0.270190573139898,-1.26228997625072,0.206844462247052,0.371619843933262
"GT73.hmm",1100.48740086392,-0.69127481948856,0.548953306489288,-1.25925977914125,0.207936515777668,0.371619843933262
"GH82.hmm",487.403427729856,-2.47283364696504,1.96758305756253,-1.25678742630993,0.208830620263382,0.371619843933262
"GH130.hmm",1280.05703827581,0.671417184943422,0.537150020716341,1.2499621317114,0.211313380877667,0.373100188112131
"GH76.hmm",863.253235202328,-0.743286058583203,0.601035043523129,-1.23667674055448,0.216207117140604,0.378781461037028
"GT8.hmm",1238.95716898978,0.618964788904186,0.507530807841111,1.21956101844749,0.22263133135946,0.387036006824907
"GT30.hmm",362.891325787541,-0.377443444385154,0.313362411546125,-1.20449495688667,0.228398330104803,0.394030706898362
"GT26.hmm",1336.27060324416,0.474391865689235,0.397012593192177,1.19490382376763,0.232124608758644,0.397425466511011
"GH98.hmm",225.250932517832,-0.524207481792363,0.448746819513939,-1.1681586565007,0.242742773695701,0.411614822028637
"GH119.hmm",1747.24236276509,0.546826929939491,0.469414986471843,1.16491152966692,0.244054805981581,0.411614822028637
"GT51.hmm",3152.65894460035,-0.41778097707908,0.361647717625038,-1.15521530129562,0.248002270268067,0.412186196033203
"GT10.hmm",321.867134149163,-0.997952786979634,0.866519452220352,-1.1516796125263,0.249452753007429,0.412186196033203
"CBM74.hmm",48.9824153500557,0.845320991770557,0.735519212708184,1.14928471910079,0.250438597008218,0.412186196033203
"CBM61.hmm",2002.17265176869,1.17009044138335,1.02729350779995,1.13900305268083,0.254701880955123,0.412186196033203
"CBM13.hmm",6553.39274763004,-0.814766601372332,0.716214933944377,-1.13760068766677,0.255287259359892,0.412186196033203
"CE7.hmm",1630.06747913074,-0.627581431380173,0.551728364407023,-1.13748263070483,0.255336581613488,0.412186196033203
"GT45.hmm",534.843098424926,0.673253547709135,0.604928540293833,1.11294723734164,0.265731090757218,0.425923592277527
"GH43.hmm",3189.89432424707,-0.396554841184493,0.366163374251028,-1.0829997456617,0.278808535932384,0.441716078947631
"GH79.hmm",3919.35157833385,1.65454606933109,1.52992006348575,1.08145916170378,0.279492917210227,0.441716078947631
"GH108.hmm",106.83468103066,-1.19564183120681,1.13744399586964,-1.05116545126486,0.293182607731751,0.460115598003216
"GH67.hmm",518.49374473096,0.647353143975249,0.621348124969671,1.04185257500672,0.297480034512392,0.460115598003216
"GT4.hmm",1105.31274417286,-0.22497571380993,0.216255238495744,-1.04032492056537,0.29818897001887,0.460115598003216
"CBM66.hmm",603.610715397361,-0.779641086461749,0.751112795269167,-1.03798136760852,0.299278729674658,0.460115598003216
"CBM37.hmm",5349.40041007817,0.433157556894257,0.421543407194308,1.02755149173664,0.304160852194953,0.464461841865265
"GH10.hmm",3588.02602044173,0.574035208344704,0.571840298675546,1.00383832631985,0.315456547546992,0.478477716413558
"GH26.hmm",1531.96299600782,0.364735989137603,0.365279059818024,0.998513271796386,0.318030532106493,0.479166001707115
"GT27.hmm",1318.63809782031,-0.612849696618018,0.617737586264344,-0.992087433636853,0.321154876010037,0.480668887273301
"CBM6.hmm",2756.01476984395,1.31717324125409,1.34091893099338,0.982291479976575,0.32595627072992,0.484645507795802
"GH92.hmm",416.214679146142,-0.562028815287521,0.578163894640705,-0.972092551086728,0.331004507552422,0.488934762789852
"CBM69.hmm",95.1071456084886,-0.554873059734742,0.584549885296316,-0.949231320870877,0.342502975011246,0.502634236055465
"GT70.hmm",73.4060996832886,2.18602255139441,2.33362087235934,0.936751370921832,0.348886464832443,0.508698974529885
"GH112.hmm",1690.74451769849,0.289898862989245,0.313035904654249,0.926088217610185,0.354400136612974,0.512133881710156
"GH57.hmm",1751.99180655241,-0.274288933850649,0.297027332248261,-0.92344678105715,0.355774422249975,0.512133881710156
"GT59.hmm",93.7040341790223,1.4310922154922,1.55835521169718,0.918335052721141,0.358443481353868,0.512710296113761
"CBM51.hmm",1201.20307180259,0.421685556862685,0.491058258593544,0.858728164088815,0.390490508237843,0.554669085216822
"GH99.hmm",572.04051854802,-0.717018750473209,0.842453501502706,-0.851107804993681,0.394709470169361,0.554669085216822
"GH103.hmm",784.918537115156,-0.504760051957653,0.593603294333139,-0.850332295619596,0.395140366017294,0.554669085216822
"GH120.hmm",1974.96226953225,0.371255297575707,0.446100733354702,0.832223015604227,0.405283075013291,0.565394907117308
"GH115.hmm",928.259509922126,0.388134662115594,0.476937213040904,0.813806621716276,0.415755741088835,0.576446610344029
"cohesin.hmm",8924.23599273451,-0.52093417075578,0.647723877598198,-0.804253461656282,0.421250608868207,0.578958973870136
"GH128.hmm",546.850547947249,-0.647429163700899,0.807509036719667,-0.801760889674921,0.422691286232621,0.578958973870136
"GH31.hmm",1547.62007876006,0.188167892279491,0.236368057534975,0.796080038232947,0.425985515827779,0.579956184199265
"PL17.hmm",979.954514479169,0.811327908519853,1.05369101515174,0.769986549048267,0.441307871690087,0.597219035939878
"CE8.hmm",3491.53834090236,0.237114686299493,0.310270378394168,0.764219541442213,0.444736423192748,0.598276378818815
"GT2.hmm",1584.87616835483,0.233440438174541,0.322439950316794,0.723981125617926,0.469077322643184,0.627153808836527
"GH25.hmm",2643.82182322782,-0.237900012702199,0.330586590869653,-0.719629952553038,0.471752865054025,0.627153808836527
"GH28.hmm",2338.73593648811,0.261437497464765,0.374450959367305,0.698188884083794,0.485059077233359,0.638430716172462
"CBM4.hmm",2034.33616853624,0.419848062675559,0.602478495171621,0.69686813063089,0.48588532381267,0.638430716172462
"PL9.hmm",13301.2335287682,-0.243450782027865,0.35702351510121,-0.681890048499609,0.495308478441706,0.647050382241767
"CBM9.hmm",1417.08707432638,-0.379055152944515,0.573860295484347,-0.660535597125754,0.508910182639107,0.659891136739683
"GT6.hmm",435.039265495732,1.06132182823015,1.61462915219597,0.657316156336398,0.510977650130286,0.659891136739683
"GH51.hmm",2858.50877051358,0.256620536753686,0.396903931103354,0.646555795102121,0.517919475360007,0.665055689950918
"CBM44.hmm",863.448613662186,-0.64917050300565,1.05321925339329,-0.61636786539378,0.537651757095775,0.682732173210094
"CBM26.hmm",1231.92499594376,-0.387039939125594,0.628052953808126,-0.616253672208406,0.537727109873437,0.682732173210094
"GH123.hmm",2972.18077116106,-0.562526523284751,0.943252527248922,-0.596368954266583,0.550928775672967,0.692516647075026
"GH3.hmm",1277.0097425798,-0.107629504773141,0.180761950619602,-0.595421239946883,0.551561931298694,0.692516647075026
"GH65.hmm",1250.7467480015,-0.205746636636379,0.355096884649759,-0.579409861168767,0.562312651845717,0.702114139873658
"GT11.hmm",1457.83787452033,-0.34180415820914,0.630201807362579,-0.542372545136937,0.587561889096561,0.7281853536353
"CBM75.hmm",6602.06917898998,1.01808294657602,1.88756748168767,0.53936241032599,0.58963681289938,0.7281853536353
"GT35.hmm",6264.56529822935,-0.304501901233031,0.591765659131444,-0.514565008182393,0.606857022329191,0.745378733947811
"CBM46.hmm",1498.19272665527,0.664430039694599,1.31912128883835,0.503691393139225,0.614478257496721,0.749927503085734
"GT31.hmm",11949.3188247884,0.345025341959475,0.702261888692265,0.491305804166552,0.623210175313196,0.749927503085734
"GH85.hmm",1567.4132182125,-0.288387717958735,0.601074593347294,-0.479786903573395,0.631378926203782,0.749927503085734
"PL8.hmm",656.149209979046,0.454214445157784,0.952490294091825,0.476870418496879,0.633454397731895,0.749927503085734
"CBM30.hmm",1917.7375815303,-1.28999946803272,2.72045792859543,-0.47418467842241,0.635368218245383,0.749927503085734
"GT39.hmm",544.092541958615,0.505366654774416,1.06640944257734,0.473895517610035,0.635574415779939,0.749927503085734
"GH109.hmm",2868.0919754699,0.0880022700573449,0.186266734514528,0.472452959927105,0.63660351034924,0.749927503085734
"GH1.hmm",2168.62279274207,-0.167026868314363,0.354059389291319,-0.471748168149649,0.637106551294075,0.749927503085734
"GT46.hmm",827.675675649124,-0.507013559351876,1.0969453597922,-0.462204935574843,0.643934364193049,0.753762148663915
"GT28.hmm",1082.48206481604,-0.160386876586001,0.35095744520751,-0.456998074200048,0.647672429708139,0.753762148663915
"GH106.hmm",1148.58728713415,0.208201944626419,0.45935521368534,0.453248245417843,0.650369995528599,0.753762148663915
"GH89.hmm",764.913547103773,-0.262527608325255,0.629443763062111,-0.417078734799299,0.676620818634852,0.780185229650391
"GH13.hmm",2725.95981906746,-0.104375026100161,0.258444714109038,-0.40385823505806,0.686316969986056,0.787348402115983
"GH66.hmm",396.996572745397,0.399269521822759,1.02539209233276,0.389382290743461,0.696993370348416,0.795558089387586
"GH94.hmm",951.841867680194,-0.251188597986376,0.681131603360331,-0.36878129974758,0.712290744394905,0.807409655346541
"GT25.hmm",60.8308078890751,-0.416138047935148,1.13764209954843,-0.36578995107541,0.714521818890744,0.807409655346541
"GT7.hmm",5118.30497148018,0.420206194664084,1.28511835243844,0.326978596069978,0.743684074054861,0.833515600653915
"CBM34.hmm",4841.87467346297,0.30427786129446,0.935553390607868,0.325238371587492,0.745000669611022,0.833515600653915
"GH27.hmm",2346.15966081834,0.247204875228022,0.808694740814828,0.305683792352776,0.759845414814141,0.845936274620669
"GH35.hmm",708.058090673837,-0.134997092167186,0.45568666778701,-0.296249817495833,0.767039306477159,0.84975923168548
"AA7.hmm",858.822527855869,0.153517832938701,0.549226847367913,0.279516257579928,0.779848663281914,0.854561965500197
"GT12.hmm",3098.77108761682,-0.399873160954239,1.43255128765909,-0.27913357406398,0.78014231832508,0.854561965500197
"GT83.hmm",733.142119353811,-0.128827022513357,0.469944333407083,-0.274132516035176,0.783982786424263,0.854561965500197
"CE12.hmm",4455.37307371003,-0.134781602853554,0.497608058448266,-0.270858963325183,0.786499508070978,0.854561965500197
"CE10.hmm",1109.96921046272,-0.082963713418305,0.337076234313121,-0.246127448253256,0.805583575875937,0.870328857089433
"GH8.hmm",995.036887469009,0.122783107938967,0.507185618739182,0.242087124323823,0.808712654817615,0.870328857089433
"GH110.hmm",1181.55901330948,0.121011136875096,0.552305746155651,0.219101716245757,0.82657081388218,0.88508772736019
"GH53.hmm",4102.34593864569,0.139999683206641,0.658502530820598,0.212603105765105,0.831636548776586,0.88508772736019
"CE9.hmm",2067.95514767747,-0.0583873737812701,0.278899358925745,-0.209349257761525,0.834175601450091,0.88508772736019
"GT18.hmm",10661.6918045357,0.238587966546122,1.26858091478669,0.188074693356269,0.850818098856707,0.898527524960821
"GH77.hmm",2339.19337749612,-0.0728602229034092,0.398946033134917,-0.182631776861832,0.855086949334289,0.898835583951392
"GH23.hmm",1881.97334589301,-0.0467356386935733,0.273654937905605,-0.170783100247562,0.864394317889435,0.904412573347279
"GH129.hmm",3140.7554451667,0.194522093515751,1.17812050154082,0.165112221764533,0.868855653465839,0.904891141397602
"CE1.hmm",1183.61172555327,0.0384686921776858,0.34161356102083,0.112608797094388,0.910340710344082,0.943747708888819
"CE2.hmm",1062.70734183942,0.0359653996255633,0.388953556911867,0.0924670799030967,0.926326945567908,0.954436703486599
"CBM23.hmm",2337.05516049138,-0.136903374477455,1.53858311015723,-0.088980162055376,0.929097675960406,0.954436703486599
"GT5.hmm",7985.27584030644,-0.035233540191751,0.428555228906699,-0.08221470143215,0.934475982970429,0.955617973535371
"GT14.hmm",2970.7141545336,-0.0787159100861285,1.12721543597466,-0.0698321789907585,0.944327234557319,0.961342139684478
"GT16.hmm",1958.31595559176,-0.151676091235766,2.50668673810938,-0.0605085944445394,0.951750571017045,0.964554390358081
"GT33.hmm",58.1433721225828,-0.0816936561537837,1.88205096535409,-0.0434067183395398,0.965377322290123,0.973981457290027
"GH2.hmm",1359.88601083189,-0.00839566295428297,0.220822778910067,-0.0380199135058536,0.969671804824142,0.973981457290027
"PL12.hmm",482.165394031305,-0.00619841041043146,0.708283028459125,-0.00875131855681499,0.993017547162826,0.993017547162826
"CBM21.hmm",6061.03966133535,-0.769457713621595,1.81157457085299,-0.424745260836428,NA,NA
"CBM5.hmm",1559.76461924215,-2.20652669641077,1.14734813475072,-1.9231536005331,NA,NA
"CBM57.hmm",13195.6213730447,3.84196694447359,1.47585794969134,2.60320916743857,NA,NA
"CBM65.hmm",3656.36607784319,-3.98622317168129,2.26596982544613,-1.75916869100253,NA,NA
"GH111.hmm",3112.10095071707,9.38428936616302,3.73400683111693,2.51319555389136,NA,NA
"GH113.hmm",5745.45816599215,3.1069825128358,1.23517492759549,2.51541902561457,NA,NA
"GH116.hmm",711.783435912935,-3.60797661744333,1.00215456076034,-3.60021972529461,NA,NA
"GH17.hmm",34137.0957940177,4.66292879798174,3.72057869225892,1.25328051995876,NA,NA
"GH56.hmm",9664.61949174734,0.132141083645217,3.72498346915873,0.0354742738429012,NA,NA
