kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K07218,4772.69069,-0.671693023,0.506827567,-1.325289046,0.185075301,0.439891921
K05167,92.66758684,-3.821362583,2.885977379,-1.324113838,0.18546524,0.440597793
K01429,3274.917826,-0.735685942,0.555651806,-1.32400531,0.185501281,0.440597793
K05850,5389.359564,1.712473755,1.294010111,1.323385142,0.18570733,0.44093388
K17363,28671.83069,-0.692293052,0.523430282,-1.322607949,0.185965789,0.441291151
K01879,1133.481081,1.612408675,1.21917187,1.322544192,0.185987004,0.441291151
K04149,303.7019208,-2.428899225,1.837290246,-1.322000827,0.186167875,0.441527758
K02217,145061.8724,-0.778790382,0.589164166,-1.32185633,0.186215997,0.441527758
K19519,715.2879217,-0.982618722,0.743471958,-1.321662117,0.186280689,0.441527892
K00027,34741.58842,-0.718408495,0.543742751,-1.321228639,0.18642514,0.441577464
K02771,934.6759027,-1.438739137,1.088954537,-1.32121139,0.186430889,0.441577464
K17975,1225.912994,-1.737914267,1.315764409,-1.320840004,0.186554718,0.441717601
K09496,687.8991404,-2.751954219,2.084060353,-1.320477219,0.186675737,0.44176647
K01433,1311.645965,-1.133136396,0.858182834,-1.320390424,0.186704699,0.44176647
K18954,5537.019475,-0.70174489,0.531927897,-1.319248143,0.187086168,0.442515795
K18422,3160.586944,-1.677044401,1.271433522,-1.31901855,0.187162911,0.442544079
K07087,793.1411043,1.393752605,1.056975818,1.318622982,0.187295187,0.442688667
K12410,20305.74882,-0.767793471,0.582346354,-1.318448147,0.187353672,0.442688667
K02621,5571.138778,-1.049601085,0.796517683,-1.31773733,0.187591594,0.443097571
K06994,12289.17297,0.872372159,0.662266941,1.317251556,0.187754318,0.443305473
K09552,425.9789395,2.435035426,1.84880353,1.317087179,0.187809404,0.443305473
K14855,85.94691914,-3.498897581,2.65792099,-1.316403909,0.188038511,0.443692943
K09109,41.97010589,-4.567211785,3.471803655,-1.315515576,0.188336686,NA
K03966,1089.736204,-3.434779321,2.611042983,-1.315481723,0.188348056,0.444269879
K03335,20060.09154,0.542938349,0.413035718,1.314507013,0.188675639,0.444465543
K06020,2268.668148,1.074010587,0.817059748,1.314482312,0.188683947,0.444465543
K05925,2098.011142,-0.812681727,0.618325914,-1.314325841,0.188736575,0.444465543
K00573,862.9173377,-1.96050728,1.491976665,-1.314033474,0.18883494,0.444465543
K06588,407.5961775,-2.660855168,2.024967179,-1.31402385,0.188838178,0.444465543
K08251,61.47784213,-2.074863299,1.579053182,-1.313992032,0.188848886,NA
K00355,1864.408152,0.881210371,0.670637946,1.313988235,0.188850163,0.444465543
K07154,4125.041803,0.66940061,0.509585308,1.313618348,0.188974671,0.444465543
K07029,23754.78477,-0.536216833,0.408226612,-1.313527384,0.1890053,0.444465543
K02746,745.5414821,1.362489061,1.037301461,1.313493823,0.189016601,0.444465543
K17503,386.147362,-2.880482753,2.193695357,-1.313073278,0.189158257,0.44464558
K03006,922.740979,2.060586193,1.569826903,1.312620002,0.189311026,0.444781254
K01689,92411.61751,-0.653507473,0.497936416,-1.312431572,0.18937456,0.444781254
K00022,1128.287899,1.551126602,1.181981274,1.312310639,0.189415344,0.444781254
K12594,192.073995,-3.465871646,2.641638682,-1.312015784,0.189514809,0.444781254
K16502,1304.962429,-0.693825326,0.528855845,-1.311936574,0.189541536,0.444781254
K00009,2806.599779,0.984121301,0.751251342,1.309976097,0.190203922,0.446117392
K01267,45749.1114,0.573280226,0.437663627,1.309864907,0.190241541,0.446117392
K01528,1650.165507,1.31045617,1.000820423,1.309381923,0.190405012,0.446347507
K07148,772.8839339,-1.064953593,0.813479396,-1.30913407,0.19048894,0.446391064
K18841,1657.510835,0.923499351,0.705919764,1.308221412,0.190798221,0.446865965
K09580,2617.12988,-1.473426202,1.126343445,-1.308150021,0.19082243,0.446865965
K17399,305.4477871,-4.448012172,3.401002025,-1.307853432,0.190923027,0.44694832
K10562,19565.50908,0.675353136,0.516498044,1.307561848,0.191021964,0.447026735
K14231,54.17364752,-4.932386122,3.772750798,-1.307371302,0.191086639,NA
K00019,2604.112164,-0.80407811,0.615588367,-1.306194453,0.191486439,0.447960227
K15582,11007.37214,0.668823289,0.512218717,1.305737701,0.191641772,0.448170129
K14956,3894.15606,-0.82618302,0.63283744,-1.305521716,0.191715257,0.448188543
K14190,72.06488462,-2.230189523,1.708854189,-1.305078887,0.191865987,0.448298829
K07321,18060.98724,0.752636979,0.576734407,1.304997536,0.191893687,0.448298829
K01390,2646.808886,1.227456745,0.940780704,1.304721429,0.191987722,0.448355611
K19350,3745.318402,-0.899577608,0.689574155,-1.304540784,0.192049263,0.448355611
K16832,582.9145128,1.252420247,0.960482607,1.303948907,0.192251003,0.44867325
K01307,572.9933323,1.586759209,1.217188574,1.303626441,0.192360981,0.448744021
K02003,3866.250429,0.760665237,0.583567273,1.303474805,0.192412712,0.448744021
K02149,2760.44069,-1.544828957,1.185707073,-1.30287572,0.192617194,0.449067595
K01207,16050.30797,-0.450426107,0.346028576,-1.301702051,0.193018258,0.449849104
K09114,2854.185863,-1.173718217,0.902229505,-1.300908705,0.193289706,0.450248078
K03086,45023.59746,0.383386176,0.294727332,1.300816501,0.193321272,0.450248078
K02147,19257.64207,0.619579092,0.476430368,1.300460956,0.19344303,0.450378097
K05767,184.7114204,2.526427796,1.944252273,1.299434148,0.193794979,0.451043783
K16645,344.9667458,1.478167679,1.137855778,1.299081753,0.193915874,0.451171437
K05011,906.9995155,-2.115749455,1.629237813,-1.298613032,0.194076763,0.451361492
K17062,2979.970041,-1.147923073,0.884065817,-1.298458837,0.194129712,0.451361492
K02662,2445.42189,-0.688112578,0.530085581,-1.298116008,0.194247474,0.451481626
K09533,1751.982211,-1.377582644,1.061761491,-1.297450186,0.194476334,0.451859809
K03187,6684.103274,-0.579825813,0.447099723,-1.296860148,0.194679311,0.452177617
K02002,122.0929182,2.084903085,1.608207833,1.29641396,0.194832905,0.452214565
K19180,7329.921988,-0.91434526,0.705370717,-1.296262004,0.194885234,0.452214565
K12141,116.2871016,1.911960949,1.475008687,1.296237077,0.194893819,0.452214565
K09229,8238.437808,-1.311331415,1.011987248,-1.295798359,0.195044964,0.452411595
K05946,8884.247801,0.620154802,0.478778136,1.295286386,0.195221454,0.452667261
K14136,503.9970399,1.584234682,1.223969388,1.294341752,0.195547401,0.453269187
K13183,1126.819519,-2.368377095,1.831711819,-1.292985649,0.196016023,0.454201306
K02011,8324.094508,0.797883182,0.617612598,1.291882945,0.196397685,0.454813077
K15923,16790.6999,-0.448938946,0.347519499,-1.291838148,0.196413201,0.454813077
K18016,84.45513462,2.374744081,1.839018934,1.291310294,0.196596102,0.455050477
K00091,10472.50849,-0.807069445,0.625123027,-1.291056975,0.196683922,0.455050477
K18828,429.1133983,-1.455639143,1.127558337,-1.290965704,0.19671557,0.455050477
K00888,984.6046169,-3.017656883,2.337940851,-1.290732776,0.196796355,0.455083244
K16710,5042.79733,0.529367007,0.410496087,1.289578694,0.197196977,0.455855348
K06397,6219.333441,1.00709495,0.781457688,1.288738936,0.197488861,0.456375647
K05655,3551.164162,1.638273245,1.271933534,1.288017967,0.197739709,0.456701633
K13216,272.1283331,-1.387776696,1.077508861,-1.287949219,0.197763641,0.456701633
K03802,575.3178208,2.00182499,1.555896365,1.286605609,0.198231788,0.45762803
K08854,810.510179,-3.187534135,2.480806927,-1.284877957,0.198834935,0.458865352
K10542,24255.23312,0.482005279,0.375219602,1.284595143,0.198933797,0.458938455
K16435,1573.327742,1.636187396,1.274206414,1.284083473,0.19911275,0.459103967
K07139,9760.081306,-0.600235485,0.467471041,-1.284005708,0.199139958,0.459103967
K01664,199.4878799,-2.154833405,1.679029472,-1.283380334,0.19935886,0.459453568
K03783,24615.43609,-0.496841553,0.387247876,-1.283006527,0.19948979,0.459600254
K16213,1832.636367,1.009422296,0.786955575,1.282692859,0.199599703,0.459698439
K01478,10056.63382,-0.703014505,0.548334279,-1.282091111,0.199810687,0.459874632
K01630,409.5209911,-2.397761956,1.8701969,-1.282090649,0.199810849,0.459874632
K03948,270.5464601,-1.255415124,0.979357272,-1.281876553,0.199885954,0.459892541
K13274,2504.54437,2.190214919,1.70934485,1.281318348,0.200081871,0.46004279
K13084,434.4925193,-3.214757465,2.508967911,-1.281306728,0.200085951,0.46004279
K04632,197.5336481,-1.530884105,1.195201513,-1.280858573,0.200243346,0.460067113
K03830,7256.633946,0.955971723,0.746486749,1.280627853,0.200324412,0.460067113
K19003,9624.207594,0.736527223,0.57513238,1.280622077,0.200326442,0.460067113
K00527,99019.40393,0.442091148,0.345345988,1.280139811,0.20049597,0.460067113
K08179,221.1676111,-1.744973406,1.363233243,-1.280025568,0.200536144,0.460067113
K10604,623.818423,-2.029285003,1.585646638,-1.279783877,0.200621156,0.460067113
K00641,184.5998795,1.357462771,1.060715982,1.279760836,0.200629262,0.460067113
K03271,4020.126901,1.234086847,0.964567884,1.279419383,0.200749412,0.460067113
K01544,2781.176445,1.069757,0.836151757,1.279381394,0.200762783,0.460067113
K01853,57.9749125,-3.229470232,2.524248142,-1.279379067,0.200763602,NA
K02476,2995.393985,-0.850059324,0.664440648,-1.279360808,0.200770028,0.460067113
K19052,3143.045382,-1.185047046,0.926535266,-1.279009111,0.200893848,0.46019647
K03442,21240.90274,-0.594370276,0.464999236,-1.278217748,0.20117266,0.460680671
K14796,420.6479643,-3.09643651,2.423408468,-1.277719605,0.20134831,0.460928387
K10276,1239.154039,-2.407379523,1.885363189,-1.276878396,0.201645183,0.461453347
K05337,4085.791202,-1.545052916,1.210228244,-1.276662418,0.201721455,0.461473295
K12460,1781.843869,-0.884250332,0.692970181,-1.27602941,0.201945123,0.461830309
K19194,1941.27932,-1.211767477,0.950865349,-1.274383885,0.202527401,0.463006919
K09650,4335.85242,-0.75148148,0.590419416,-1.272792628,0.203091638,0.464141511
K13953,2770.958635,0.829568565,0.65209167,1.272165562,0.203314301,0.464227653
K11441,78.79871916,2.143871186,1.685224573,1.272157563,0.203317142,0.464227653
K16793,1558.535224,1.278428678,1.004967089,1.272109995,0.20333404,0.464227653
K00953,206.7302293,-2.50037469,1.965825361,-1.271921067,0.203401166,0.464227653
K04490,1871.393453,-1.776478106,1.397332879,-1.271334935,0.203609519,0.464547971
K01847,20177.67038,-0.370537297,0.29156458,-1.270858404,0.203779027,0.464779476
K00955,4774.405057,0.549098492,0.432381638,1.269939431,0.204106206,0.465370325
K12619,1512.494469,-3.010751153,2.373131969,-1.268682565,0.204554303,0.466236385
K00767,5931.83787,0.609714228,0.480844701,1.268006545,0.204795613,0.466630699
K14825,617.361741,-1.877844232,1.481175658,-1.267806571,0.204867035,0.466637785
K02343,44255.44126,0.348821202,0.275433659,1.266443629,0.205354299,0.467591739
K13819,17195.05573,-0.724073906,0.572013189,-1.265834284,0.205572418,0.467811885
K02316,42433.04275,-0.525004468,0.414763973,-1.265790914,0.205587949,0.467811885
K03642,754.0383363,1.187030119,0.938164793,1.265268243,0.205775186,0.467985361
K07214,7351.218255,0.849073626,0.671100657,1.265195642,0.205801204,0.467985361
K05876,559.3941012,1.77938091,1.407680587,1.264051609,0.206211504,0.468762324
K16850,1059.33515,1.692079236,1.339168149,1.263530078,0.206398744,0.468885996
K06933,4039.283818,0.78641313,0.622399773,1.2635177,0.20640319,0.468885996
K03484,18153.27336,-0.484605096,0.38360177,-1.263302556,0.206480468,0.468905611
K03269,2170.685725,0.62600407,0.495828774,1.262540825,0.206754246,0.469371303
K01524,11366.32561,0.694704228,0.550707481,1.261475922,0.20713743,0.470054522
K16318,3971.172824,-0.721997498,0.57243842,-1.261266668,0.207212786,0.470054522
K04078,92233.95569,0.608043689,0.482207656,1.260958182,0.207323914,0.470054522
K05769,1305.380482,-2.600739371,2.062540058,-1.260940054,0.207330446,0.470054522
K03704,54628.93227,0.448600438,0.356014875,1.260060941,0.207647379,0.47061687
K03309,7710.651103,-0.724860158,0.575782854,-1.258912371,0.208061985,0.471400139
K01308,9280.172902,-0.789657078,0.627562654,-1.258292018,0.208286167,0.471563142
K10558,2526.22487,-1.674024802,1.330649606,-1.2580508,0.208373385,0.471563142
K13923,1435.107762,-1.930860213,1.534917484,-1.257957012,0.208407303,0.471563142
K13075,906.1924938,-1.922126637,1.527984079,-1.257949388,0.208410061,0.471563142
K04369,2431.794136,1.561021402,1.242519481,1.256335556,0.208994336,0.472439147
K02839,783.0133039,1.598654392,1.272615919,1.256195501,0.209045098,0.472439147
K15188,5080.283644,1.913091571,1.52300098,1.256132856,0.209067806,0.472439147
K00587,476.0530361,1.492743965,1.188380518,1.256116153,0.209073861,0.472439147
K06946,2602.603571,0.806130725,0.641981215,1.255692078,0.209227633,0.472595232
K11886,5678.309965,-1.938883794,1.54436911,-1.255453622,0.209314134,0.472595232
K11688,32156.06646,0.511503352,0.407457644,1.255353433,0.209350486,0.472595232
K03458,2936.099859,-0.733194576,0.584692915,-1.253982317,0.209848433,0.473562816
K11178,244.767689,2.262333966,1.804813721,1.253499982,0.210023806,0.473802053
K00626,69481.04424,0.384820279,0.307054843,1.253262365,0.21011024,0.473840558
K19418,1094.074173,-1.439320524,1.149145267,-1.252513991,0.210382633,0.474298274
K03201,119.9939241,1.768791453,1.412424533,1.252308644,0.21045742,0.474310339
K01057,7397.561383,-1.076161929,0.85973947,-1.251730281,0.210668162,0.4746287
K15525,2293.164284,0.967027635,0.773128278,1.250798429,0.211008028,0.475143818
K10523,2154.590189,-1.787390041,1.429132348,-1.250681957,0.211050536,0.475143818
K02796,1640.624236,-1.222774726,0.977804056,-1.250531452,0.211105473,0.475143818
K03076,78698.18834,0.328081795,0.262510948,1.249783286,0.211378723,0.475292735
K00099,17723.10007,-0.594952757,0.476070586,-1.24971543,0.211403519,0.475292735
K05641,412.5319089,-2.285226576,1.828669717,-1.249666112,0.211421541,0.475292735
K08828,792.6012357,2.143047131,1.715136198,1.249490935,0.211485567,0.475292735
K14152,747.8492947,-1.222051666,0.978112372,-1.249398025,0.211519531,0.475292735
K13044,3140.415805,-2.651195425,2.122341127,-1.249184399,0.211597637,0.47531189
K15856,7972.202473,-0.998576212,0.799733531,-1.248636168,0.211798178,0.475605967
K18650,145275.5227,-0.319775052,0.256166098,-1.248311369,0.211917052,0.475624331
K07966,675.8310334,1.810168799,1.450184602,1.24823336,0.21194561,0.475624331
K01846,430.8179731,2.023841902,1.622268615,1.247538098,0.21220026,0.476039401
K02113,18758.81999,0.486138016,0.390242127,1.245734335,0.212861944,0.477367018
K15201,9885.316844,0.486164501,0.390471078,1.245071731,0.213105384,0.477642303
K03584,6235.993115,0.531023816,0.426518434,1.245019613,0.213124541,0.477642303
K02407,466020.787,0.418750792,0.336432042,1.244681658,0.213248791,0.477764018
K16180,830.4557969,-1.704073919,1.369447887,-1.244351052,0.21337039,0.477876649
K05589,856.9290344,-0.822099452,0.660764203,-1.244164632,0.213438978,0.477876649
K03253,905.4505313,-2.714158102,2.182176957,-1.243784604,0.213578848,0.47803313
K09478,44.68790024,-4.606820595,3.70499584,-1.243407765,0.21371761,NA
K03927,3529.985132,-1.054899617,0.848442073,-1.243337231,0.21374359,0.4781551
K00600,29278.65839,0.390804325,0.314370428,1.243133226,0.213818744,0.4781551
K03820,918.3154028,-1.096427978,0.882034867,-1.24306648,0.213843337,0.4781551
K00283,1109.212018,0.675012266,0.543294636,1.242442354,0.214073397,0.478433337
K03091,25130.21475,0.507688097,0.408651775,1.242348933,0.214107848,0.478433337
K00854,33473.38307,-0.416784419,0.335696383,-1.241551714,0.214402007,0.478933979
K02549,450.1545536,-1.296124241,1.044173765,-1.241291713,0.214498005,0.478991786
K17093,334.093741,-1.294918916,1.043684072,-1.240719247,0.214709482,0.479307343
K03580,11375.00778,-1.370474684,1.105341017,-1.239865944,0.215024982,0.479854836
K13748,478.3228931,-1.105246933,0.891681656,-1.239508434,0.215157267,0.479958354
K07258,60361.02503,-0.464971855,0.375170681,-1.239360852,0.215211892,0.479958354
K00759,11982.77923,0.576689809,0.465429572,1.239048491,0.215327541,0.48005954
K14982,3657.024922,0.809239836,0.653255501,1.23877998,0.21542699,0.480103726
K04309,2140.592539,1.408053029,1.136843306,1.238563857,0.21550706,0.480103726
K11135,3008.194487,0.869471526,0.7021718,1.238260389,0.215619526,0.480103726
K08544,544.0041813,-2.825216747,2.281788964,-1.238158652,0.21565724,0.480103726
K01609,2107.852048,-1.184292349,0.956581385,-1.238046619,0.215698775,0.480103726
K03118,1672.992075,1.074876739,0.868701049,1.23733791,0.215961659,0.480395478
K00425,4880.840638,-0.759483875,0.613816564,-1.237314076,0.215970504,0.480395478
K17478,1955.910222,-1.851923617,1.497511683,-1.236667225,0.216210651,0.480773099
K00537,6523.383549,0.952467301,0.770933751,1.235472309,0.216654776,0.481603897
K00924,3774.359411,-0.836916449,0.677832243,-1.234695543,0.216943835,0.48208957
K06149,2422.693296,-0.723105632,0.585752188,-1.234490705,0.217020108,0.482102231
K11585,911.3379861,-3.008569524,2.438326099,-1.233866761,0.217252557,0.482163077
K18045,397.6213025,1.489743719,1.207451287,1.233791984,0.217280427,0.482163077
K01335,1879.072752,-2.133341454,1.729337479,-1.233617776,0.217345366,0.482163077
K16459,851.3980201,-3.151974187,2.555240318,-1.233533365,0.217376837,0.482163077
K03299,3505.191759,-0.928356443,0.752637972,-1.233470111,0.217400421,0.482163077
K02319,68.2894062,-2.037372033,1.65205993,-1.233231311,0.217489477,0.48220403
K13984,740.2312391,-1.777799973,1.441960902,-1.232904422,0.217611425,0.482235339
K03038,670.6890064,-2.63966949,2.141172407,-1.232815014,0.217644789,0.482235339
K01667,4281.249032,-0.735163255,0.596425366,-1.232615674,0.217719186,0.482243762
K10188,58013.42221,-0.471476246,0.382669476,-1.232071739,0.217922287,0.482537162
K06460,189.9300542,-1.329736361,1.080110813,-1.231111054,0.218281332,0.483035546
K09704,1930.383686,-0.797743321,0.64799698,-1.231091108,0.218288791,0.483035546
K04717,437.4066273,-2.500930441,2.033279509,-1.22999835,0.218697723,0.483783726
K01808,31294.51408,-0.983563524,0.800136278,-1.229245007,0.218979959,0.484251247
K05321,69.9347317,-1.938698263,1.577683798,-1.228825615,0.219137196,0.484287499
K03616,17952.93177,-0.496978911,0.404496524,-1.228635803,0.219208386,0.484287499
K02954,19340.27245,-0.926151001,0.75380541,-1.22863406,0.219209039,0.484287499
K18365,216.3495231,-2.971137584,2.41955641,-1.227967892,0.219459021,0.484683018
K10136,322.2592966,1.965543801,1.602147633,1.226818153,0.219890946,0.485327297
K01196,8055.019697,0.364234676,0.296894996,1.226813119,0.219892839,0.485327297
K07970,1068.233231,1.888518139,1.539942237,1.226356479,0.220064556,0.48543909
