full_classification	GM1a_eukulele_ALL.txt	GM4c_eukulele_ALL.txt	GM4a_eukulele_ALL.txt	GM1c_eukulele_ALL.txt	GM4b_eukulele_ALL.txt	GM1b_eukulele_ALL.txt
Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis	8056.388029999998	5695.3861000000015	9218.696000000004	4827.558370000002	10406.762699999996	3198.735880000001
Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermosediminibacter	469.55411	1722.53837	2734.6229000000026	2433.15121	1983.2477100000008	1250.9586799999995
Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermosediminibacter; Thermosediminibacter oceani	1.34234			2.96318	13.37705	
Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia	43152.13368000001	17276.603629999983	32422.09816999998	23908.073690000005	34245.11662	19240.249140000014
Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales	32772.029809999985	14159.486759999963	26247.577030000004	19171.38340999999	26284.009909999957	14694.281250000024
Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae	7271.192420000003	4820.047769999997	8900.885820000012	4741.982150000004	8105.940269999993	4085.021759999997
Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix	530.3238800000001	798.5618500000003	1144.5974999999994	346.97736999999995	1067.8522899999994	445.7684299999999
Bacteria; Terrabacteria group; Tenericutes	23868.56703999998	7801.880439999992	12054.751399999996	18025.58136000001	16594.91966	11861.653810000003
Bacteria; Terrabacteria group; Tenericutes; Mollicutes	37894.39331999997	20471.518570000004	33104.43377999996	22969.349660000003	36660.12086999994	18635.82749999998
Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Mycoplasmatales	55.83793000000001	213.14361999999997	263.88164	101.04649	390.05564	17.56157
Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae	207.05918	41.97364	42.99117	206.58609	74.22710000000001	186.13122
Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Unclassified	33984.93078000001	28365.750949999983	31402.58358999997	27118.79600000001	34090.178930000024	19312.79175999999
Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Unclassified; Unclassified	4501.490460000001	3583.07535	4544.951290000002	3790.227250000001	7682.911880000006	2467.3592700000017
Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Unclassified; Unclassified; Unclassified	17.176650000000002	64.33130999999999	107.60545000000002	18.70591	364.26048	12.75138
Bacteria; Terrabacteria group; Tenericutes; Unclassified	76093.6076500001	41021.061989999966	51574.23166000008	46928.63662000005	51607.36081000002	34918.52156000005
Bacteria; Terrabacteria group; Tenericutes; Unclassified; Unclassified	39115.68825000003	25517.914450000026	30703.52356000004	30056.47592000003	34244.5018	20789.37933000001
Bacteria; Terrabacteria group; Tenericutes; Unclassified; Unclassified; Unclassified	8147.3291800000015	2730.1468999999997	5100.586890000005	5100.2242000000015	5767.999919999999	3968.9354599999992
Bacteria; Terrabacteria group; Tenericutes; Unclassified; Unclassified; Unclassified; Unclassified	418.94335	133.74290999999997	276.86204	306.98676000000006	247.46408	292.22767000000005
Bacteria; Thermodesulfobacteria; Thermodesulfobacteria	1252.00103	592.9814600000001	1098.66909	824.07133	689.58228	872.79165
Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteria (Class)	12487.363240000004	12650.048980000003	12430.45602999999	10086.621530000006	10732.467799999997	6674.852829999997
Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteria (Class); Thermodesulfobacteriales	5879.718770000003	5174.421299999997	6065.04902	4536.121939999999	5425.405079999996	3736.435800000001
Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteria (Class); Thermodesulfobacteriales; Thermodesulfobacteriaceae	819.8794700000001	597.6981199999999	966.2160499999998	1068.6714499999998	514.78675	463.39327
Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteria (Class); Thermodesulfobacteriales; Thermodesulfobacteriaceae; Thermodesulfatator	8.165849999999999	239.56018	276.14655	93.71601	319.15105	
Bacteria; Thermotogae	46.59858	2.09078		12.57751	2.95333	
Bacteria; Thermotogae; Thermotogae	12812.266180000002	8275.783239999999	9748.596020000008	9631.410829999992	11623.27922	7542.188609999997
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class)	124092.29275999984	94704.21652000012	121329.41516000035	89946.0167999999	122032.8610500001	66421.37156000007
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Kosmotogales	12801.194350000009	5619.823409999996	9284.854710000009	6079.290670000006	10712.90996	4962.652869999999
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Kosmotogales; Kosmotogaceae	4121.508060000001	1875.26313	3059.14708	2505.2200000000003	3478.382609999999	1588.3963100000003
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Kosmotogales; Kosmotogaceae; Kosmotoga	150.93582	213.54696	157.56951	181.30123	42.04200999999999	149.97571
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Petrotogales	11764.068469999993	10087.083449999993	11877.547380000007	8567.798600000006	11757.146009999997	6465.693980000001
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Petrotogales; Petrotogaceae	3373.858350000001	3956.234270000001	4145.91508	3778.30266	2504.5153000000014	2956.047470000001
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Petrotogales; Petrotogaceae; Marinitoga	39.38667	82.64345000000002	189.47498	2.88412	321.36213	0.0
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Thermotogales	25091.68204000006	24121.72394999999	29275.41176999998	17097.954830000002	29944.000019999985	13298.80504
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Thermotogales; Fervidobacteriaceae	3598.3659700000003	3829.2699000000007	5957.54764	2880.3808400000007	4468.434970000002	1874.46849
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Thermotogales; Fervidobacteriaceae; Thermosipho	22.54454	71.31231999999999	72.85575	35.83661000000001	89.10502	18.21176
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Thermotogales; Thermotogaceae	3138.614579999999	2794.6645699999985	5179.624129999999	1751.4940599999998	3447.8018299999985	1446.76319
Bacteria; Thermotogae; Thermotogae; Thermotogae (Class); Thermotogales; Thermotogaceae; Thermotoga	22.28962	74.92965	174.51883999999998	29.80939	382.0281700000001	9.17803
Bacteria; unclassified Bacteria; unclassified Bacteria (miscellaneous)	5.36182	48.32674	66.80183		81.39071	1.95849
Bacteria; unclassified Bacteria; unclassified Bacteria (miscellaneous); Unclassified	434.57529000000005	323.41469000000006	355.36065999999994	247.73454	519.79354	138.07477000000003
Bacteria; unclassified Bacteria; unclassified Bacteria (miscellaneous); Unclassified; Unclassified	19.85282	124.72537	119.52921	36.10228	142.45431000000002	27.50661
Bacteria; unclassified Bacteria; unclassified Bacteria (miscellaneous); Unclassified; Unclassified; Unclassified	96.84727	118.39524	146.00699999999998	90.20006	165.29077999999998	47.59832
Eukaryota	7588.740869999994	5412.84663	11266.933870000004	6893.440739999998	8965.527480000002	7093.611519999999
Eukaryota; Alveolata	2032.83795	587.7264399999999	1351.8419700000002	2482.90169	961.41408	1858.03509
Eukaryota; Alveolata; Apicomplexa	524.10059	623.02827	615.71674	585.84281	528.6245	389.94569
Eukaryota; Alveolata; Apicomplexa; Colpodellidea	3910.39555	2004.8266999999996	3143.5684099999985	3691.78618	2076.042289999999	3166.100550000001
Eukaryota; Alveolata; Apicomplexa; Colpodellidea; Colpodellida	77.78394999999999	56.00215	126.5694	41.39829	167.88837999999998	71.38734
Eukaryota; Alveolata; Apicomplexa; Colpodellidea; Colpodellida; Chromeraceae	1.96875	5.59263	14.80719	110.19677	7.00838	22.455420000000004
Eukaryota; Alveolata; Apicomplexa; Colpodellidea; Vitrelladida	1613.51821	1180.8008100000004	2467.11872	2367.11077	806.96812	714.10667
Eukaryota; Alveolata; Apicomplexa; Colpodellidea; Vitrelladida; Vitrellaceae	4199.26086	2295.79484	798.3982900000001	31.584270000000004	277.22186	584.9895399999999
Eukaryota; Alveolata; Apicomplexa; Colpodellidea; Vitrelladida; Vitrellaceae; Vitrella	114.65526	176.6366	82.98685	5.21874	100.70233	1828.87052
Eukaryota; Alveolata; Apicomplexa; Gregarinomorphea	4.4467	18.06784	58.42765	12.40748	118.49507	11.34097
Eukaryota; Alveolata; Apicomplexa; Gregarinomorphea; Eugregarinorida	1.29966	11.88177	3.79516		5.46434	5.56836
Eukaryota; Alveolata; Apicomplexa; Gregarinomorphea; Eugregarinorida; Lecudinidae	5.9263	2.85915	1.78641		6.67611	5.00549
Eukaryota; Alveolata; Ciliophora	2671.758950000001	5079.57915	3087.7264599999994	2885.5633800000005	3100.450779999999	1718.85001
Eukaryota; Alveolata; Ciliophora; Ciliophora_X	7554.131529999999	9515.364719999996	7312.344479999998	7643.526669999998	7852.409490000001	5309.752000000002
Eukaryota; Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	6437.752909999997	6987.6462200000005	7716.826259999998	6383.804620000001	4783.808419999999	3294.5763400000005
Eukaryota; Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX	152.72253999999998	270.26814	287.86272	40.70478000000001	287.5620500000001	35.584
Eukaryota; Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX; Uncertain	0.95238	80.62836999999999	38.315160000000006	118.07418	338.10405000000003	33.438410000000005
Eukaryota; Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Protocruziidae	5.17995	19.29787	18.65787	9.543819999999998	16.39378	15.22943
Eukaryota; Alveolata; Ciliophora; Colpodea	1247.8272499999998	1073.7375900000002	1346.8994900000002	1136.0026399999997	1252.9404300000006	1163.1712
Eukaryota; Alveolata; Ciliophora; Colpodea; Colpodea_X	855.2259700000001	1578.91703	2150.75588	1145.6367899999998	765.6817899999999	488.81305
Eukaryota; Alveolata; Ciliophora; Colpodea; Colpodea_X; Cyrtolophosidida	1.07353	0.96787	4.70261	4.08467	8.02891	11.63803
Eukaryota; Alveolata; Ciliophora; Colpodea; Colpodea_X; Platyophryida	3.3922700000000003	6.76305	17.06513	7.17683	11.01568	7.2372
Eukaryota; Alveolata; Ciliophora; Heterotrichea	540.10667	1033.3285600000004	313.9320599999999	374.4766000000001	440.78582	336.7071900000001
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X	379.87053	116.80734000000004	327.54040000000003	225.69666	371.2750899999999	242.65256000000005
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Blepharismidae	64.54672	283.92277	111.08856	69.86348000000001	458.1447	53.93835000000001
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Blepharismidae; Blepharisma	0.11806				90.14927	8.76338
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Climacostomidae	171.68322999999998	4.13224	20.75186	2.66502	4.6569	47.63908
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Climacostomidae; Climacostomum	169.16163999999998	127.27157	468.8161500000001	881.1358100000001	225.36706	814.19634
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Climacostomidae; Climacostomum; Climacostomum virens	249.58233	71.64173	22.38571	324.17975	140.47987999999998	112.109
Eukaryota; Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X; Fabreidae	0.45897		6.00575	0.86299	4.87592	7.54436
Eukaryota; Alveolata; Ciliophora; Litostomatea	753.17945	54.95831999999999	138.55626999999998	492.51469	274.28517000000005	346.00497
Eukaryota; Alveolata; Ciliophora; Litostomatea; Cyclotrichiida	1.24883	4.71288	5.35205	1.6954	0.59722	9.43698
Eukaryota; Alveolata; Ciliophora; Litostomatea; Cyclotrichiida; Mesodiniidae	7.77684	3.36813	3.79861		4.79614	9.1733
Eukaryota; Alveolata; Ciliophora; Litostomatea; Cyclotrichiida; Mesodiniidae; Mesodinium	1.21073		4.79941	1.22082		0.9653
Eukaryota; Alveolata; Ciliophora; Litostomatea; Haptoria_5	6.21539	497.45854	228.10648	0.508	19.57493	11.37097
Eukaryota; Alveolata; Ciliophora; Litostomatea; Haptoria_5; Pleurostomatida	174.75469		10.04321		7.97018	4.1473
Eukaryota; Alveolata; Ciliophora; Litostomatea; Haptoria_5; Pleurostomatida; Litonotus	2.89644				4.26437	
Eukaryota; Alveolata; Ciliophora; Oligohymenophorea	3314.5377000000003	3845.99596	5924.243290000005	6051.497089999996	5936.828429999999	5215.097760000001
Eukaryota; Alveolata; Ciliophora; Oligohymenophorea; Scuticociliatia_1	17491.906250000007	11550.434709999998	17178.017839999975	27377.795390000043	18998.693560000025	23803.76190000001
Eukaryota; Alveolata; Ciliophora; Oligohymenophorea; Scuticociliatia_1; Philasterida	3808.836349999998	3748.7010999999984	6382.567829999998	4006.2392300000006	6329.517890000001	8772.394020000003
Eukaryota; Alveolata; Ciliophora; Oligohymenophorea; Scuticociliatia_1; Philasterida; Anophryoides	688.26059	1092.3637600000004	1424.0744699999996	849.9767399999998	1332.3396699999996	1091.4242399999996
Eukaryota; Alveolata; Ciliophora; Prostomatea_1	460.28836999999993	1303.8032500000002	1231.24063	486.4638299999998	1505.7873100000002	268.7352499999999
Eukaryota; Alveolata; Ciliophora; Prostomatea_1; Prostomatea_1_X	18.11606	39.2387	54.456240000000015	30.13558	112.68668	55.13833000000001
Eukaryota; Alveolata; Ciliophora; Prostomatea_1; Prostomatea_1_X; Colepidae	27.79873	225.41482	74.04450000000001	59.8402	152.76851000000002	146.44483000000002
Eukaryota; Alveolata; Ciliophora; Prostomatea_1; Prostomatea_1_X; Colepidae; Tiarina; Tiarina fusus	2.05479		0.38889			2.36257
Eukaryota; Alveolata; Ciliophora; Spirotrichea	16458.11422	27765.642990000026	24504.274379999995	17978.573319999996	19150.27078	12789.44994
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Choreotrichida	2.6208400000000003	12.6017	78.54316	14.530039999999998	155.97887000000003	110.96199
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Strombidinopsidae	8.998009999999999	23.781730000000003	50.50552	3.91591	81.87098	11.41251
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Strombidinopsidae; Strombidinopsis	213.38836	136.60565			1049.94118	
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Euplotia	176.65507000000002	525.76695	1137.82657	316.56542999999994	241.79207	258.77829999999994
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Euplotia; Euplotidae	31.39399	14.67218	55.64608	10.58851	226.43009	234.88489000000004
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Euplotia; Euplotidae; Euplotes	6.931649999999999	4.59275	11.63602	9.06182	28.75225	53.05467
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Euplotia; Euplotidae; Euplotes; Euplotes crassus	3.37628			2.86285		2.48048
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Euplotia; Euplotidae; Euplotes; Euplotes focardii	0.98305		5.0			2.70707
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Hypotrichia	34.69727	582.40463	478.47147000000007	15.91454	448.5067700000001	32.05777
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Hypotrichia; Pseudokeronopsidae	12.18767	3.78736	170.94445	4.94445	47.60116	30.66917
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Hypotrichia; Pseudokeronopsidae; Pseudokeronopsis	11.41085	7.15551	17.267870000000002	9.26479	10.38424	34.14757
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida	7701.02525	13676.41666	11841.708990000005	8966.686310000001	9303.823069999997	7440.684320000002
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Favellidae	15694.899559999998	23075.77925000001	16157.935839999996	19728.6735	17726.37720999999	13704.662940000002
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Favellidae; Favella	980.10818	755.9842	765.4281	297.68348000000003	342.5035199999999	121.18793
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Favellidae; Favella; Favella taraikaensis	51.23009999999999	15.63505	111.29825	64.99223		47.278580000000005
Eukaryota; Alveolata; Dinoflagellata	8034.764159999997	5981.101879999998	6180.744939999999	8629.838700000002	7356.480019999999	6187.4711
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	69977.00206999997	70716.02893999995	76317.34865999987	65260.54137999997	73931.94352000012	44573.716980000005
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophysiales	122.8858	45.10007	100.68718	198.00539	86.65257999999999	67.06798
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophysiales; Dinophysiaceae	2.29697			110.52779	56.13445	12.29573
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	5469.965579999999	5351.506459999998	6074.762050000002	4908.29753	5522.13026	3223.015489999996
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae	310.99161000000004	685.3976899999999	1085.0477599999997	352.09613999999993	773.47945	1515.8233099999995
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium	582.4870500000001	86.98813	574.2237700000001	202.65597	412.73808	93.87613
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae	3.21538	28.42968	34.81224	8.975660000000001	16.26839	34.20021
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Protoceratiaceae	12.18024	41.48367999999999	41.82961	13.187270000000002	53.86891	22.35086
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	4226.220119999999	5419.900860000001	5756.95366	4198.737510000002	4825.367140000002	2151.0382600000007
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae	337.14027	97.74977	145.19534000000002	302.78884000000005	437.85737	169.09932
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae	10.78328	38.0388	77.11429	53.0035	64.81998	38.8681
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia	1.53704	2.0202	4.40629		8.38656	3.1196
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	5155.127429999998	6120.024640000001	5714.761879999998	4642.287220000001	3664.9980099999966	3839.89282
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae	170.74091	264.09686	135.01211	230.31056	22.0148	181.42552
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Crypthecodiniaceae	75.29836999999999	8.59119	3.51485	2.45946	70.3608	6.00143
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Crypthecodiniaceae; Crypthecodinium	2.64141					
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae	2.64972	56.97403	72.22679000000001	9.5284	13.446549999999998	2.23306
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae	285.3008	1756.3003199999998	1570.1943600000004	10996.4176	4122.88664	4140.0053800000005
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Durinskia	32.97023	15.72549	57.76788	13.56863	11.53054	3.54938
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Kryptoperidinium	34.26941	206.94608	614.80025	36.75118	2302.12732	863.75241
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Peridiniales_X	1.08475		1.33747			5.4576
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae	7.9168	15.85385	8.83376	4.28577	32.811119999999995	19.3568
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Scrippsiella	125.05135	55.19872	62.47463	173.76941	118.0281	79.50005
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales	711.5073200000002	821.4880900000002	1454.6411499999997	662.7115300000002	1783.4250000000002	479.60618
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales; Prorocentraceae	35.59232	6.68525	21.576350000000005	27.80116	77.87903999999999	33.53919
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales	3207.4922300000003	4250.090289999997	4145.909120000001	3115.707549999999	4330.823499999999	3888.04328
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae	3166.8061	3224.073980000001	6455.527699999996	3614.9340399999983	2504.708409999998	4160.623299999996
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Symbiodinium	659.9859100000001	316.05923	843.6162199999999	550.7109900000002	922.8454200000004	1551.6433799999995
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Symbiodinium; Symbiodinium sp.	28.39372	10.48937	62.11122	16.738680000000002	36.95369000000001	106.86790000000003
Eukaryota; Alveolata; Dinoflagellata; Noctilucophyceae	1393.8974200000002	479.15653	539.2494399999999	1783.91062	401.74617000000006	1007.8805
Eukaryota; Alveolata; Dinoflagellata; Noctilucophyceae; Noctilucales	3.67559	104.12768	87.24753	47.96113	40.72052000000001	19.556
Eukaryota; Alveolata; Dinoflagellata; Noctilucophyceae; Noctilucales; Noctilucaceae	8.6352		16.16713	1.92105	4.74684	6.414579999999999
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea	2802.141080000001	2209.54623	3518.358389999999	1959.46235	2809.18115	2275.015429999999
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales	208.65934	113.62905	225.96473000000003	37.34669	108.14416	160.17748999999998
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales; Oxyrrhinaceae	7385.389330000001	6505.7896900000005	2436.9360100000004	5397.39309	1547.8464399999996	4359.37124
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales; Oxyrrhinaceae; Oxyrrhis	282.55439	36.0525	25.843380000000003		73.56163	178.36793
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales; Oxyrrhinaceae; Oxyrrhis; Oxyrrhis marina	61.31666	12.41667			43.66666	160.87709
Eukaryota; Alveolata; Dinoflagellata; Syndiniales	55.38334	17.75164	13.84597	33.80576	20.41363	47.633010000000006
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II	192.39035	191.76528	277.39788000000004	323.07686	49.55863	253.51527
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-4	241.58372	1424.56239	900.1954000000001	382.77609	1235.53122	154.9053
Eukaryota; Alveolata; Perkinsea; Perkinsida	23.90992		24.906440000000003	22.73657	25.24157	5.75503
Eukaryota; Amoebozoa	30.21667	8.69863	47.07360999999999	16.88139	82.19565999999999	54.60752
Eukaryota; Amoebozoa; Conosa	387.12981	30.07086	182.53818	232.94897000000003	279.53091	355.41405999999995
Eukaryota; Amoebozoa; Conosa; Variosea	3246.1265899999994	1094.59144	2166.9419500000017	1469.8963499999995	2910.895949999998	1422.1012599999997
Eukaryota; Amoebozoa; Conosa; Variosea; Variosea_X	328.3490799999999	1041.3588000000009	1032.80268	229.00890000000004	1008.4523199999994	555.1042100000001
Eukaryota; Amoebozoa; Conosa; Variosea; Variosea_X; Filamoebidae	37.10847	22.98966	185.51154	79.23988	140.50820000000002	987.48748
Eukaryota; Amoebozoa; Conosa; Variosea; Variosea_X; Filamoebidae; Filamoeba	12.04761	8.23781	25.44132	8.9683	20.0214	28.56841
Eukaryota; Amoebozoa; Discosea	129.57377	1354.13275	1395.4340000000002	239.84951	2399.5822499999995	108.34843
Eukaryota; Amoebozoa; Discosea; Discosea_X	1864.987850000001	782.6534399999996	3271.3651399999994	1257.4028699999997	3662.144280000001	2363.8300500000023
Eukaryota; Amoebozoa; Discosea; Discosea_X; Discosea_XX	240.35623	97.95838	528.8627	349.25166	531.9748199999999	554.6935699999998
Eukaryota; Amoebozoa; Discosea; Discosea_X; Discosea_XX; Discosea_XXX	19.18855	10.19932	75.83332	29.673980000000007	26.89041	59.34074999999999
Eukaryota; Amoebozoa; Discosea; Discosea_X; Discosea_XX; Discosea_XXX; Stereomyxa	13.000849999999998	3.28224	3.65026	11.99975	30.50827	33.30881
Eukaryota; Amoebozoa; Discosea; Discosea_X; Discosea_XX; Discosea_XXX; Stereomyxa; Dracoamoeba jormungandri (formerly Stereomyxa ramosa)	0.43953		2.27451	0.49153		1.95556
Eukaryota; Amoebozoa; Lobosa	4097.5717	3354.30496	3096.405079999999	4077.18242	2731.171960000001	3530.5653200000006
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia	9983.796819999996	9049.613489999998	9591.631540000002	9267.441340000005	10819.809899999982	8498.308139999992
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida	3585.15423	2760.13369	3639.662390000001	4042.548210000001	2346.2459100000005	2221.85471
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida; Paramoebidae	46.00558000000001	44.53342	139.76157000000003	224.06184	81.67188999999999	125.48343000000004
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida; Paramoebidae; Neoparamoeba	0.3125	13.10442	23.34166	3.07819	47.8915	28.21568
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida; Vexilliferidae	92.66418	10.3001	29.37009	6.466060000000001	10.47345	10.02174
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida; Vexilliferidae; Vexillifera; Vexillifera sp.	5829.06372	11.08975		1017.08379	74.83109999999999	636.38398
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Discosea-Flabellinia_X	1425.52456	733.1895699999999	1249.7584400000003	1479.513060000001	416.08684000000017	1347.5372999999995
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Discosea-Flabellinia_X; Pessonella-lineage	6.68307	12.96468	33.562270000000005	8.9969	42.47304	29.21719
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	119.82021000000006	68.91484999999999	340.10943999999995	203.15578	390.44326	410.5971300000001
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida; Vannellidae	43.93372	26.21789	67.23486000000001	38.40848	50.5746	236.19108
Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida; Vannellidae; Vannella	6.80555		8.09946	1.4383	8.17717	20.61032
Eukaryota; Amoebozoa; Lobosa; Discosea-Longamoebia	2624.0468	2029.87299	3018.6551000000004	3445.66967	2257.19437	2237.12273
Eukaryota; Amoebozoa; Lobosa; Discosea-Longamoebia; Dermamoebida	12.25039	8.677859999999999	6.57006	39.88709	4.93247	10.52268
Eukaryota; Amoebozoa; Lobosa; Discosea-Longamoebia; Dermamoebida; Mayorellidae	33.23113	11.1076	2.32132	2.21912	2.46364	21.17186
Eukaryota; Amoebozoa; Lobosa; Lobosa_X	2642.565780000001	2443.16866	3179.624599999998	2237.67559	2335.8045599999987	2390.0316699999985
