full_classification	GM1a_eukulele_ALL.txt	GM4c_eukulele_ALL.txt	GM4a_eukulele_ALL.txt	GM1c_eukulele_ALL.txt	GM4b_eukulele_ALL.txt	GM1b_eukulele_ALL.txt
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium	3.75606	2.99355	6.67662	5.63389	15.00548	7.87149
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium; Unclassified	1.62963					
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae	28.17729	91.05523	94.13397	33.82648	173.66715	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Unclassified	1.98106	8.79175	11.63958	2.87821		4.16752
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Unclassified	29836.08697	3957.3481000000006	5165.78389	38106.367470000005	3164.9433300000005	22281.209260000003
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhizobiales; Unclassified; Pseudorhodoplanes	36.58552	74.20741	51.71858	17.82537	10.87116	15.20325
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales	50076.50093	41817.919359999934	46588.197479999886	35254.12258000006	51918.06735	28141.900250000017
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae	381.90213	326.37154000000004	321.97471	78.88253	214.44019999999992	31.98103
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Hirschia	8.45243	3.33333	6.35202	3.7145	7.58258	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Hyphomonas	11.21393	5.351839999999999	6.54514		8.71081	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Maricaulis	5.52525					
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	22430.39222	4350.955409999999	6267.556860000001	25217.49905999999	4810.970880000004	16012.358619999995
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Dinoroseobacter	9.08805		2.45833			1.0904
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Epibacterium	5.28803				2.00595	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Leisingera	2.14			1.87831		2.29825
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Marinovum	47.25851			2.87209		1.48851
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter	2.46212	18.93758	2.72043		8.97907	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	4.24667		2.35211	3.78142		
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pseudovibrio	0.0	6.98664	87.38910000000001		23.73714	3.7783
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter	218.84244	116.83133	262.43954	71.76212	316.43929	52.83232
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Unclassified	0.0					
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodovulum	378.10862	115.75085	137.11334	295.93085	192.85321	588.5640900000001
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2.61403					3.02604
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	1.12538	6.21787	1.0	4.93777	3.58699	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Stappia	22.21911	56.61149	55.63267	16.5918	27.52191	9.27513
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Thiobacimonas	6.5614		15.57614		1.4381	10.47105
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Thiobacimonas; Unclassified	0.0					
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Yangia	4.83333			6.62		1.425
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales	17183.55785	21979.639150000014	19296.61393999997	13181.29682	15333.126199999995	8343.47708
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae	2073.92218	5771.113379999996	5093.507540000005	1821.93637	2925.386429999996	2021.07758
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospira	50.61374	110.1487	64.46932		11.91045	
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Thalassospira	273.81035	136.16731	183.77114	235.42613	106.48372	164.74461
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Tistrella	0.0	26.33649	113.74862	4.86203	24.16642	3.31485
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rickettsiales	2.74269	7.80238	24.80204		68.69719	37.40715
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales	17175.36685	20388.651200000008	21888.38097000002	14909.01386	21211.743150000024	10026.030380000006
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae	3292.8345699999995	2203.694760000001	1223.3123900000005	4183.4953	2171.16823	2705.81557
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Altererythrobacter	6.36095	12.57376	1.17369		11.57823	0.7549
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Erythrobacteraceae; Erythrobacter	1.48039	5.12445	2.78752		123.87245	2.45238
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae	389.8897	526.8154100000002	371.5281699999998	106.9958	739.1773299999998	118.32698
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Citromicrobium	0.26829	2.14516		2.50476		
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium	20.93339	16.669050000000002	40.35154	1.06481	24.53642	0.38043
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingopyxis	23.48349	40.30819	52.80669	6.13672	62.02872000000001	80.39027
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus	66.9581	1.61765	3.46483	2.83333	4.05834	0.84127
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Unclassified	95.68244	218.80797000000004	277.68867000000006	71.51535	221.19507	69.75659
Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Unclassified; Unclassified	113.38074	52.17815	153.81459	75.3133	61.81099	337.42658
Bacteria; Proteobacteria; Betaproteobacteria	5294.416330000002	4558.539860000001	5105.242209999999	4271.39942	3214.7407299999995	2364.0212
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria	44218.104110000015	58357.83329000007	55193.72034999981	42052.33001000002	55988.76447000009	34015.22146999998
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales	13908.746749999997	17797.902110000017	15009.921969999989	17559.563339999982	21748.07276999998	12502.993930000011
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae	560.79886	2458.62513	1900.28185	1124.3657300000002	3158.6880600000004	1029.23353
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes	52.95231	215.22441	182.19143	123.35849	398.7461	93.65491
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Pusillimonas	70.30908	157.66713	123.44815	131.05675000000002	147.4208	123.26548
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae	531.7171999999999	1439.2909600000005	1344.36114	1260.98292	2051.34434	1113.7
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	0.0	25.49574	23.23638		19.64513	
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	46.05142	106.01117	63.28881	47.98938	78.30767999999999	54.18114
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae	814.6549900000001	1336.8948099999996	1195.81168	1009.1427900000002	1727.9815899999996	843.7754500000001
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	368.80591	198.04166	169.23785999999998	124.70894	360.46217999999993	111.27743
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; Massilia sp. YMA4	7.7575			0.76471		
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Methylophilales	29.36759	46.61912	110.75295	46.24279	136.08953000000002	38.067820000000005
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Methylophilales; Unclassified	64.43374	24.16548	41.43613	32.181650000000005	75.19846	13.74972
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Neisseriales	5259.6969	8114.5710800000015	7379.411810000002	5705.089689999999	8645.562080000002	3273.51263
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae	1369.87028	2429.90293	4757.533650000003	1588.5133499999995	5047.147940000001	974.73864
Bacteria; Proteobacteria; Betaproteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium	195.67968	188.02664	189.71236	242.81003	274.03289	376.65394
Bacteria; Proteobacteria; Gammaproteobacteria	110803.85402000004	95992.2403299999	98330.53609000004	105961.56476	93319.36758	70019.36165999994
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	1062239.4154700018	1078241.552869999	1074917.7623400043	990473.3324200008	1081834.6886600023	709745.6505599993
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Aeromonadales	6466.46638	9708.680339999995	9943.283469999997	6651.338849999998	9339.700709999996	4654.068550000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae	2544.466230000001	3655.04522	3979.565699999999	3332.23453	2260.919450000001	2107.7705900000005
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	37.11875	29.275839999999995	39.11999	97.26276	54.35267	10.00229
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Zobellella	2.46719	2.23487		2.27814	4.24183	3.16667
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	90314.12524	81475.08359000007	88841.95970999975	71978.9451500001	87757.6444799999	57067.22940999999
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	10426.40481	12000.401480000002	12969.79851	11991.78218	12742.15975	7802.106460000004
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Agarivorans	2.76955	5.00657	24.4544			
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas	185.40862	82.38372000000001	113.17429000000004	227.13419	145.64121	202.64159
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Glaciecola	2.90885	8.79495		4.71174	10.12227	5.52464
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter	183.6384	33.09024	65.66268000000001	113.02849	167.0816	165.25488
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae	1095.17192	1362.1589599999995	1913.16266	1327.0336900000004	1258.4727800000005	587.2555199999999
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia	2.62557	20.67667	14.58687	0.94801	55.19712	2.33654
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Ferrimonadaceae	242.51327	459.2764699999999	360.86934	216.8844	237.47510000000003	130.19020999999998
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae	389.09665	44.41024999999999	180.23272000000003	111.74156	60.99295	494.19231
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Moritellaceae	481.28656	1006.29764	1011.50521	468.91567	1285.0978300000006	297.37912
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Moritellaceae; Moritella	214.20897	6.33089	53.14701999999999	2.54933	56.40769999999999	12.53783
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae	3277.328799999999	4068.989239999998	2853.0234	2698.5009700000005	4105.5091	2646.0268199999987
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas	138.74656000000002	8.87306	78.01404	81.47964	101.26512999999998	19.45571
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae	37.52096	189.65693	169.05383	29.38445	254.7345	41.19524
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Psychromonadaceae; Psychromonas	87.10103	4.47864	24.04958	19.35294	25.25892	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae	4972.6514700000025	5166.151870000001	5876.336630000002	3884.766569999999	4528.812250000002	2250.5453299999986
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	206.21328	80.53124000000001	182.79895	90.16061	259.759	80.99674
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	17593.148100000013	16790.987769999996	17776.766310000003	14707.694220000016	15603.991140000004	11027.88101999999
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae	7129.911010000002	9253.815949999997	7669.647179999999	7469.836150000001	5171.375139999999	6574.057830000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Agarilytica	2.53704	2.85833				
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Saccharophagus	2.16667				7.9096	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Simiduia	6.11111	6.38519	28.29985	5.2422200000000005	22.90474	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Teredinibacter	211.61830000000003	149.00828	266.77977000000004	45.87161	296.09505	12.59028
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae	3.14208	45.80906	51.90845	6.821400000000001	82.95289000000001	4.42403
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Halioglobus	520.99636	241.09317	19.07824	382.19378	243.10557	747.3687799999999
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Microbulbiferaceae	395.68741	511.44538	1070.72132	331.60938	524.04804	694.28996
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Spongiibacteraceae	125.22484	143.78172999999998	173.21966999999998	50.83865	239.33249	91.41101
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Spongiibacteraceae; Oceanicoccus	36.76055	298.70743000000004	63.39182999999999	2.99748	140.22351	1.48039
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales	31284.269620000003	35993.421789999986	31915.51255999999	33630.08395000003	34385.50446999997	19965.17400000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae	3780.20383	2107.82093	1819.603750000001	3033.915619999999	2154.12346	2225.71207
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Nitrosococcus	36.90064	35.418800000000005	15.501600000000002	3.28502	27.77157	1.2849
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Thioflavicoccus	1.125		6.673979999999999	2.37879	3.20513	2.78986
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Unclassified	1.99275	2.00694	9.36667		2.80606	11.99908
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae	23.58369	62.38448	75.3651	16.37798	98.32723	5.20033
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Spiribacter	1.33778				0.79688	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Granulosicoccaceae	186.55594	68.323	183.87896	188.36721	81.00919999999999	819.8845499999999
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Wenzhouxiangellaceae	903.28033	651.37591	1034.78237	357.4693	407.5914700000001	521.99311
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Wenzhouxiangellaceae; Wenzhouxiangella	11.08975		10.42932		12.21229	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Chromatiales; Woeseiaceae	83.26588	13.384	49.26949	20.36743	50.87155	15.74265
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales	22572.819580000018	21902.65562	22198.36807999996	20753.21949	21725.68719000001	15944.703059999994
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae	8406.780869999997	8825.101469999998	7948.834679999997	9743.208390000002	7870.894209999999	6077.002830000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter	2.59394	29.1826	792.2199199999997	3.07083	26.81195	0.95556
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella pneumoniae	3.87909		296.91577000000007		3.75099	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae	414.45482	599.8130399999997	616.5786400000002	327.18062000000003	1051.6499599999995	224.27571
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	4.14884	7.217519999999999	112.90826	9.13069	19.98942	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae	439.12547	1527.98874	1826.1559400000003	431.0062300000001	712.6564600000002	971.2763
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia	111.92141	8.318950000000001	117.10378	77.18414	55.55862	70.78422
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	12.04791		14.286	2.19973	7.898389999999999	2.0749
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacteriales	3127.5550900000003	3232.844300000001	4481.994400000002	3416.0433500000004	4301.938430000001	2605.7568300000003
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae	210.45745000000005	366.8363700000001	610.6993900000001	52.72683	424.71011	81.24957999999998
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yersinia	3.80072	11.61175	96.41545000000002	26.59259	15.06753	1.96417
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Methylococcales	8828.712419999998	6192.451759999995	7454.828159999999	5829.540840000005	9074.392240000005	3175.8823700000016
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae	762.84692	708.4419399999997	475.1824600000001	413.34327	561.7199999999999	292.19746999999995
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas	4.43302	40.17302	167.68673	12.09402	6.803990000000001	2.12821
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	55259.89863999996	58316.93298999997	60692.98644000005	49992.67194999999	67094.26179999998	33933.85472
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae	3643.636410000001	4627.5107199999975	2484.66533	4599.091270000001	3967.66	2503.57085
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax	95.97048	5.2880400000000005	13.98881	39.73130999999999	32.70849	33.201789999999995
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Hahellaceae	3020.98398	2614.8677600000005	2619.854499999999	3497.0609500000005	2883.7728	2341.43331
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Hahellaceae; Hahella	32.31739	14.31064	5.84241	7.34406	4.74074	22.7681
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae	1007.89453	2289.0498999999995	2074.08498	464.7669800000001	2305.4424600000025	562.1267700000003
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas	7.97974	15.471240000000002	20.46229		16.5125	6.200950000000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Kangiellaceae	199.05811	476.04797	628.4672999999999	308.27368	489.4599400000001	286.87632
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae	1821.09994	2350.40558	1883.80257	1786.5585500000002	1885.2891999999997	1282.15305
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinomonas	3.11167	114.98812	36.76245	8.94726	84.59166	20.53419
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Thalassolituus	15.93683	2.28148	0.58602	5.27603		
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae	336.70729	92.01601	84.19878	308.75705	113.87285	261.43784
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae; Oleiphilus	29.993160000000003		1.35028	12.85077	4.86529	23.35846
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae	425.3887000000001	997.59216	978.84134	353.2432600000001	257.53767000000005	822.62936
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; Reinekea	1.97901		4.93634		1.68217	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales	34963.14552000003	42870.49989	38526.99834	37083.47134000001	36448.59361000006	29026.80664000003
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae	5077.425820000001	4793.887669999998	4430.821210000003	6856.14258	2849.1483200000025	5166.125730000002
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	0.99019	6.03253	2.625		4.76667	1.78431
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter venetianus	0.1142					
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	50.75519	489.85007	936.1332	64.78115	241.94989	20.3051
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae	1662.58227	4539.075880000001	2999.30799	1895.1281800000004	2929.891559999997	882.8584300000001
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	158.38743000000002	171.46905	96.68456	218.39593	155.414	108.15451
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Unclassified	0.0					
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Sedimenticola	1974.6972700000003	3168.664699999999	2585.63125	1205.99663	2148.5681400000003	993.42075
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Sedimenticola; Unclassified	1924.2794	2252.37469	1475.2284800000002	2646.96588	1349.64054	1789.1021999999998
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Sedimenticola; Unclassified; Unclassified; Sedimenticola thiotaurini	18.42116	6.23643	16.57474	6.82635	23.31138	
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales	9042.896680000003	13130.15397	13033.887699999988	14119.37519	11393.98536999998	7231.217830000003
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae	2011.02166	927.4313800000008	1669.4859499999998	1274.2800599999998	1779.2517999999995	589.4902300000002
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Francisella	36.71591	10.47678	37.52943	6.18992	18.49062	1.82133
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae	520.7465100000001	1961.40389	2215.5012	11441.499639999998	1771.76659	430.40009
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Cycloclasticus	2.09286	8.61889	10.2524	2.5939	16.334120000000002	3.72296
Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Piscirickettsia	759.58467	3.93478			32.51882	3.01449
